0,0,Start_Byte,0,1,0,0,0,0,Counts,0,4096,None
1,1,OBC_boot_image,0,1,0,0,0,0,None,0,4096,None
2,2,On-board_time,0,1,0,0,0,0,Time,0,4096,None
3,3,Uptime,0,1,0,0,0,0,Counts,0,4096,None
4,4,Spacecraft_mode,0,1,0,0,0,0,MirSpacecraftMode,0,4096,None
5,5,Seperation_sequence_state,0,1,0,0,0,0,None,0,4096,None
6,6,Solar_array_deployment_state_0,0,1,0,0,0,0,Bit4,0,4096,None
7,7,Solar_array_deployment_state_1,0,1,0,0,0,0,Bit4,0,4096,None
8,8,Solar_array_deployment_state_2,0,1,0,0,0,0,Bit4,0,4096,None
9,9,Solar_array_deployment_state_3,0,1,0,0,0,0,Bit4,0,4096,None
10,10,Antenna_deployment_state_0,0,1,0,0,0,0,Bit16,0,4096,None
11,11,Antenna_deployment_state_1,0,1,0,0,0,0,Bit16,0,4096,None
12,12,Antenna_deployment_state_2,0,1,0,0,0,0,Bit16,0,4096,None
13,13,Antenna_deployment_state_3,0,1,0,0,0,0,Bit16,0,4096,None
14,14,Antenna_deployment_state_4,0,1,0,0,0,0,Bit16,0,4096,None
15,15,Antenna_deployment_state_5,0,1,0,0,0,0,Bit16,0,4096,None
16,16,Antenna_deployment_state_6,0,1,0,0,0,0,Bit16,0,4096,None
17,17,Antenna_deployment_state_7,0,1,0,0,0,0,Bit16,0,4096,None
18,18,ADM_soft_fire_counter,0,1,0,0,0,0,None,0,4096,None
19,19,ADM_hard_fire_counter,0,1,0,0,0,0,None,0,4096,None
20,20,ADM_telemetry_0,0,1,0,0,0,0,Raw10,0,4096,None
21,21,ADM_telemetry_1,0,1,0,0,0,0,Raw10,0,4096,None
22,22,ADM_telemetry_2,0,1,0,0,0,0,Raw10,0,4096,None
23,23,ADM_telemetry_3,0,1,0,0,0,0,Raw10,0,4096,None
24,24,ADM_telemetry_4,0,1,0,0,0,0,Raw10,0,4096,None
25,25,ADM_telemetry_5,0,1,0,0,0,0,Raw10,0,4096,None
26,26,ADM_telemetry_6,0,1,0,0,0,0,Raw10,0,4096,None
27,27,ADM_telemetry_7,0,1,0,0,0,0,Raw10,0,4096,None
28,28,ADM_telemetry_8,0,1,0,0,0,0,Raw10,0,4096,None
29,29,ADM_telemetry_9,0,1,0,0,0,0,Raw10,0,4096,None
30,30,SADM_check_counter,0,1,0,0,0,0,None,0,4096,None
31,31,SADM_telemetry_0,0,1,0,0,0,0,Raw8,0,4096,None
32,32,SADM_telemetry_1,0,1,0,0,0,0,Raw8,0,4096,None
33,33,SADM_telemetry_2,0,1,0,0,0,0,Raw8,0,4096,None
34,34,SADM_telemetry_3,0,1,0,0,0,0,Raw8,0,4096,None
35,35,SADM_telemetry_4,0,1,0,0,0,0,Raw8,0,4096,None
36,36,SADM_telemetry_5,0,1,0,0,0,0,Raw8,0,4096,None
37,37,SADM_telemetry_6,0,1,0,0,0,0,Raw8,0,4096,None
38,38,SADM_telemetry_7,0,1,0,0,0,0,Raw8,0,4096,None
39,39,SADM_telemetry_8,0,1,0,0,0,0,Raw8,0,4096,None
40,40,SADM_telemetry_9,0,1,0,0,0,0,Raw8,0,4096,None
41,41,I2C_nack_addr_count,0,1,0,0,0,0,None,0,4096,None
42,42,I2C_hw_state_error_count,0,1,0,0,0,0,None,0,4096,None
43,43,I2C_isr_error_count,0,1,0,0,0,0,None,0,4096,None
44,44,Battery_current_direction,0,2,0,0,0,0,Boolean,0,4096,None
45,45,Battery_current_0,0,1.327547,0,0,0,0,None,0,4096,None
46,46,Battery_current_1,0,1.327547,0,0,0,0,None,0,4096,None
47,47,Battery_current_2,0,14.662757,0,0,0,0,None,0,4096,None
48,48,Battery_voltage_0,0,0.004311,0,0,0,0,None,0,4096,None
49,49,Battery_voltage_1,0,0.005865,0,0,0,0,None,0,4096,None
50,50,Battery_voltage_2,0,0.008993,0,0,0,0,None,0,4096,None
51,51,Battery_temperature,-238.57,0.3976,0,0,0,0,None,0,4096,None
52,52,Solar_array_current_0,0,0.977517107,0,0,0,0,None,0,4096,None
53,53,Solar_array_voltage_0,0,0.009971,0,0,0,0,None,0,4096,None
54,54,Solar_array_voltage_1,0,0.009971,0,0,0,0,None,0,4096,None
55,55,Solar_array_voltage_2,0,0.009971,0,0,0,0,None,0,4096,None
56,56,Solar_array_voltage_3,0,0.009971,0,0,0,0,None,0,4096,None
57,57,Solar_array_voltage_4_0,0,1,0,0,0,0,None,0,4096,None
58,58,Solar_array_voltage_4_1,0,1,0,0,0,0,None,0,4096,None
59,59,Solar_array_voltage_4_2,0,1,0,0,0,0,None,0,4096,None
60,60,Solar_array_voltage_4_3,0,1,0,0,0,0,None,0,4096,None
61,61,Solar_array_voltage_4_4,0,1,0,0,0,0,None,0,4096,None
62,62,EPS_bus_voltage_0,0,0.008978,0,0,0,0,None,0,4096,None
63,63,EPS_bus_voltage_1,0,0.00431085,0,0,0,0,None,0,4096,None
64,64,EPS_bus_voltage_2,0,0.005865103,0,0,0,0,None,0,4096,None
65,65,EPS_bus_voltage_3,0,0.013489736,0,0,0,0,None,0,4096,None
66,66,EPS_bus_current_0,0,2.07,0,0,0,0,None,0,4096,None
67,67,EPS_bus_current_1,0,5.236698785,0,0,0,0,None,0,4096,None
68,68,EPS_bus_current_2,0,5.236698785,0,0,0,0,None,0,4096,None
69,69,EPS_bus_current_3,0,2.07,0,0,0,0,None,0,4096,None
70,70,ADCS_raw_gyro_rate_0,0,-0.0104166,0,0,0,0,Sint16,0,4096,None
71,71,ADCS_raw_gyro_rate_1,0,-0.0104166,0,0,0,0,Sint16,0,4096,None
72,72,ADCS_raw_gyro_rate_2,0,-0.0104166,0,0,0,0,Sint16,0,4096,None
73,73,ADCS_MTQ_direction_duty_0,0,1,0,0,0,0,None,0,4096,None
74,74,ADCS_MTQ_direction_duty_1,0,1,0,0,0,0,None,0,4096,None
75,75,ADCS_MTQ_direction_duty_2,0,1,0,0,0,0,None,0,4096,None
76,76,ADCS_MTQ_direction_duty_3,0,1,0,0,0,0,None,0,4096,None
77,77,ADCS_MTQ_direction_duty_4,0,1,0,0,0,0,None,0,4096,None
78,78,ADCS_MTQ_direction_duty_5,0,1,0,0,0,0,None,0,4096,None
79,79,ADCS_status,0,1,0,0,0,0,Bit16,0,4096,None
80,80,ADCS_bus_voltage_0,0,0.000152587,0,0,0,0,None,0,4096,None
81,81,ADCS_bus_voltage_1,0,0.0000944,0,0,0,0,None,0,4096,None
82,82,ADCS_bus_voltage_2,0,0.000152587,0,0,0,0,None,0,4096,None
83,83,ADCS_bus_current_0,0,6.00E-06,0,0,0,0,None,0,4096,None
84,84,ADCS_bus_current_0,0,0.0000381,0,0,0,0,None,0,4096,None
85,85,ADCS_bus_current_0,0,2.44E-05,0,0,0,0,None,0,4096,None
86,86,ADCS_board_temperature,-273.15,0.00762,0,0,0,0,None,0,4096,None
87,87,ADCS_ADC_reference,0,1,0,0,0,0,Counts,0,4096,None
88,88,ADCS_sensor_current,0,1.57E-06,0,0,0,0,None,0,4096,None
89,89,ADCS_MTQ_current,0,6.01E-06,0,0,0,0,None,0,4096,None
90,90,ADCS_array_temperature_0,-272.15,0.00762,0,0,0,0,None,0,4096,None
91,91,ADCS_array_temperature_1,-272.15,0.00762,0,0,0,0,None,0,4096,None
92,92,ADCS_array_temperature_2,-272.15,0.00762,0,0,0,0,None,0,4096,None
93,93,ADCS_array_temperature_3,-272.15,0.00762,0,0,0,0,None,0,4096,None
94,94,ADCS_array_temperature_4,-272.15,0.00762,0,0,0,0,None,0,4096,None
95,95,ADCS_array_temperature_5,-272.15,0.00762,0,0,0,0,None,0,4096,None
96,96,ADCS_CSS_raw_0,0,0.041503268,0,0,0,0,None,0,4096,None
97,97,ADCS_CSS_raw_1,0,0.041503268,0,0,0,0,None,0,4096,None
98,98,ADCS_CSS_raw_2,0,0.041503268,0,0,0,0,None,0,4096,None
99,99,ADCS_CSS_raw_3,0,0.041503268,0,0,0,0,None,0,4096,None
100,100,ADCS_CSS_raw_4,0,0.041503268,0,0,0,0,None,0,4096,None
101,101,ADCS_CSS_raw_5,0,0.041503268,0,0,0,0,None,0,4096,None
102,102,FSS_active_0,0,1,0,0,0,0,Bit2,0,4096,None
103,103,FSS_active_1,0,1,0,0,0,0,Bit2,0,4096,None
104,104,FSS_active_2,0,1,0,0,0,0,Bit2,0,4096,None
105,105,FSS_active_3,0,1,0,0,0,0,Bit2,0,4096,None
106,106,FSS_active_4,0,1,0,0,0,0,Bit2,0,4096,None
107,107,FSS_active_5,0,1,0,0,0,0,Bit2,0,4096,None
108,108,CSS_Active_selected_0,0,1,0,0,0,0,Bit2,0,4096,None
109,109,CSS_Active_selected_1,0,1,0,0,0,0,Bit2,0,4096,None
110,110,CSS_Active_selected_2,0,1,0,0,0,0,Bit2,0,4096,None
111,111,CSS_Active_selected_3,0,1,0,0,0,0,Bit2,0,4096,None
112,112,CSS_Active_selected_4,0,1,0,0,0,0,Bit2,0,4096,None
113,113,CSS_Active_selected_5,0,1,0,0,0,0,Bit2,0,4096,None
114,114,ADCS_sun_processed_0,-1,3.05E-05,0,0,0,0,None,0,4096,None
115,115,ADCS_sun_processed_1,-1,3.05E-05,0,0,0,0,None,0,4096,None
116,116,ADCS_sun_processed_2,-1,3.05E-05,0,0,0,0,None,0,4096,None
117,117,Reserved_0,0,1,0,0,0,0,None,0,4096,None
118,118,Reserved_1,0,1,0,0,0,0,None,0,4096,None
119,119,Reserved_2,0,1,0,0,0,0,None,0,4096,None
120,120,Reserved_3,0,1,0,0,0,0,None,0,4096,None
121,121,ADCS_detumble_counter,0,1,0,0,0,0,None,0,4096,None
122,122,ADCS_mode,0,1,0,0,0,0,MirADCSMode,0,4096,None
123,123,ADCS_state,0,1,0,0,0,0,MirADCSState,0,4096,None
124,124,Reserved_4,0,1,0,0,0,0,None,0,4096,None
125,125,Reserved_5,0,1,0,0,0,0,None,0,4096,None
126,126,Reserved_6,0,1,0,0,0,0,None,0,4096,None
127,127,Reserved_7,0,1,0,0,0,0,None,0,4096,None
128,128,Reserved_8,0,1,0,0,0,0,None,0,4096,None
129,129,CMC_rx_lock,0,1,0,0,0,0,Boolean,0,4096,None
130,130,CMC_rx_frame_count,0,1,0,0,0,0,Counts,0,4096,None
131,131,CMC_rx_packet_count,0,1,0,0,0,0,Counts,0,4096,None
132,132,CMC_rx_dropped_error_count,0,1,0,0,0,0,Counts,0,4096,None
133,133,CMC_rx_CRC_error_count,0,1,0,0,0,0,Counts,0,4096,None
134,134,CMC_rx_overrun_error_count,0,1,0,0,0,0,Counts,0,4096,None
135,135,CMC_rx_protocol_error_count,0,1,0,0,0,0,Counts,0,4096,None
136,136,CMC_SMPS_temperature,0,1,0,0,0,0,Sint8,0,4096,None
137,137,CMC_PA_temperature,0,1,0,0,0,0,Sint8,0,4096,None
138,138,AX25_mux_channel_enabled_0,0,1,0,0,0,0,Boolean,0,4096,None
139,139,AX25_mux_channel_enabled_1,0,1,0,0,0,0,Boolean,0,4096,None
140,140,AX25_mux_channel_enabled_2,0,1,0,0,0,0,Boolean,0,4096,None
141,141,Digipeater_enabled,0,1,0,0,0,0,Boolean,0,4096,None
142,142,Pacsat_broadcast_enabled,0,1,0,0,0,0,Boolean,0,4096,None
143,143,Pacsat_broadcast_in_progress,0,1,0,0,0,0,Boolean,0,4096,None
144,144,ParamValid_flags_x40,0,1,0,0,0,0,None,0,4096,None
145,145,Padding_x5,0,1,0,0,0,0,None,0,4096,None
146,146,CheckSumBytes_x2,0,1,0,0,0,0,None,0,4096,None
NOTES:,,,,,,,,,,,,
hex,hex,name,a,b,c,d,e,f,units,low limit,high limit,Comment
Echo value = a + bx + cx^2 + dx^3 + ex^4 + fx^5,Echo value = a + bx + cx^2 + dx^3 + ex^4 + fx^5,,,,,,,,,,,
